name	class
ALBUTEROL/IPRATROPIUM	ANTIASTHMA,OTHER
BUDESONIDE/FORMOTEROL FUMARATE	ANTIASTHMA,OTHER
CROMOLYN SODIUM	ANTIASTHMA,OTHER
MONTELUKAST	ANTIASTHMA,OTHER
PSEUDOEPHEDRINE HCL  (OTC)	DECONGESTANTS,SYSTEMIC
CODEINE/GUAIFENESIN	OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
BENZONATATE	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DEXTROMETHORPHAN/GUAIFENESIN  (OTC)	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DEXTROMETHORPHAN/GUAIFENESIN (SF)  (OTC)	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
GUAIFENESIN	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
GUAIFENESIN	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
GUAIFENESIN 	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
POTASSIUM IODIDE	NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
ACETYLCYSTEINE	MUCOLYTICS
PSEUDOEPHEDRINE/TRIPROLIDINE	ANTIHISTAMINE/DECONGESTANT
PSEUDOEPHEDRINE/TRIPROLIDINE	ANTIHISTAMINE/DECONGESTANT
AMMONIA,AROMATIC	RESPIRATORY AGENTS,OTHER
DOXAPRAM HCL	RESPIRATORY AGENTS,OTHER
SODIUM CHLORIDE  (OTC)	RESPIRATORY AGENTS,OTHER
WATER	RESPIRATORY AGENTS,OTHER
HYDROCORTISONE	ANTI-INFLAMMATORIES,RECTAL
HYDROCORTISONE	ANTI-INFLAMMATORIES,RECTAL
MESALAMINE	ANTI-INFLAMMATORIES,RECTAL
HEMORRHOIDAL (OTC)	HEMORRHOIDAL PREPARATIONS WITHOUT STEROID
HEMORRHOIDAL (OTC)	HEMORRHOIDAL PREPARATIONS WITHOUT STEROID
HYDROCORTISONE	HEMORRHOIDAL PREPARATIONS WITH STEROID
HYDROCORTISONE	HEMORRHOIDAL PREPARATIONS WITH STEROID
HYDROCORTISONE/PRAMOXINE	HEMORRHOIDAL PREPARATIONS WITH STEROID
HYDROCORTISONE/PRAMOXINE	HEMORRHOIDAL PREPARATIONS WITH STEROID
BISACODYL	LAXATIVES,RECTAL
BISACODYL (OTC)	LAXATIVES,RECTAL
DOCUSATE (OTC)	LAXATIVES,RECTAL
GLYCERIN (ADULT)  (OTC)	LAXATIVES,RECTAL
MINERAL OIL (OTC)	LAXATIVES,RECTAL
SODIUM BIPHOSPHATE/SODIUM PHOSPHATE   (OTC)	LAXATIVES,RECTAL
ALCOHOL/DEXTROSE	IV SOLUTIONS WITHOUT ELECTROLYTES
DEXTROSE	IV SOLUTIONS WITHOUT ELECTROLYTES
DEXTROSE/ISOLYTE	IV SOLUTIONS WITH ELECTROLYTES
DEXTROSE/KCL	IV SOLUTIONS WITH ELECTROLYTES
DEXTROSE/LACTATED RINGERS	IV SOLUTIONS WITH ELECTROLYTES
DEXTROSE/SODIUM CHLORIDE	IV SOLUTIONS WITH ELECTROLYTES
DEXTROSE/SODIUM CHLORIDE/KCL	IV SOLUTIONS WITH ELECTROLYTES
LACTATED RINGER'S	IV SOLUTIONS WITH ELECTROLYTES
POTASSIUM CHLORIDE INJ	IV SOLUTIONS WITH ELECTROLYTES
RINGER'S	IV SOLUTIONS WITH ELECTROLYTES
SODIUM CHLORIDE	IV SOLUTIONS WITH ELECTROLYTES
SODIUM LACTATE	IV SOLUTIONS WITH ELECTROLYTES
NUTRITION SUPL BOOST PLUS VANILLA (OTC)	ENTERAL NUTRITION
NUTRITION SUPL ENSURE/VANILLA (OTC)	ENTERAL NUTRITION
NUTRITION SUPL JEVITY (1.2 CAL, 1.5 CAL)	ENTERAL NUTRITION
NUTRITION SUPL OSMOLITE (1.2 CAL, 1.5 CAL)	ENTERAL NUTRITION
THICKENING AGENT GUM BASED	ENTERAL NUTRITION
THICKENING AGENT STARCH BASED	ENTERAL NUTRITION
FAT EMULSION	LIPID SUPPLEMENTS
FERRIC NA GLUCONATE	IRON
FERROUS GLUCONATE	IRON
FERROUS SULFATE  (OTC)	IRON
FERROUS SULFATE (OTC)	IRON
IRON DEXTRAN COMPLEX (LOW MOLECULAR WEIGHT) (EQV INFED)	IRON
IRON SUCROSE	IRON
CALCIUM ACETATE	CALCIUM
CALCIUM CARBONATE (OTC)	CALCIUM
CALCIUM CARBONATE (OTC)	CALCIUM
CALCIUM CHLORIDE	CALCIUM
CALCIUM CITRATE	CALCIUM
CALCIUM GLUCONATE	CALCIUM
POTASSIUM	POTASSIUM
POTASSIUM ACETATE	POTASSIUM
POTASSIUM BICARBONATE	POTASSIUM
POTASSIUM CHLORIDE	POTASSIUM
POTASSIUM CHLORIDE	POTASSIUM
POTASSIUM CHLORIDE	POTASSIUM
SODIUM ACETATE	SODIUM
SODIUM CITRATE	SODIUM
ZINC CHLORIDE	ZINC
ZINC SULFATE	ZINC
ZINC SULFATE	ZINC
MAGNESIUM OXIDE  (OTC)	MAGNESIUM
MAGNESIUM SULFATE	MAGNESIUM
K PHOSPHATE /NA BIPHOSPHATE/NA PHOSPHATE	PHOSPHORUS
PHOSPHORUS/K/NA  (OTC)	PHOSPHORUS
PHOSPHORUS/POTASSIUM	PHOSPHORUS
PHOSPHORUS/POTASSIUM	PHOSPHORUS
PHOSPHORUS/SODIUM	PHOSPHORUS
SODIUM BICARBONATE	BICARBONATES
CITRIC ACID/K CITRATE/NA CITRATE	CITRATES
CITRIC ACID/NA CITRATE	CITRATES
CITRIC ACID/POTASSIUM CITRATE	CITRATES
CITRIC ACID/POTASSIUM CITRATE	CITRATES
POTASSIUM CITRATE	CITRATES
LANTHANUM CARBONATE	ELECTROLYTES/MINERALS,COMBINATIONS
TPN ELECTROLYTE	ELECTROLYTES/MINERALS,COMBINATIONS
TRACE ELEMENTS	ELECTROLYTES/MINERALS,COMBINATIONS
AMMONIUM CHLORIDE	ELECTROLYTES/MINERALS,OTHER
CHROMIUM	ELECTROLYTES/MINERALS,OTHER
COPPER INJ	ELECTROLYTES/MINERALS,OTHER
SELENIUM	ELECTROLYTES/MINERALS,OTHER
AMINO ACIDS	AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES
AMINO ACIDS/DEXTROSE	AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES
ALCOHOL, ABSOLUTE	THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER
TROMETHAMINE	THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER
VITAMIN A  (OTC)	VITAMIN A
CYANOCOBALAMIN	CYANOCOBALAMIN
CYANOCOBALAMIN	CYANOCOBALAMIN
FOLIC ACID	FOLIC ACID/LEUCOVORIN
FOLIC ACID	FOLIC ACID/LEUCOVORIN
LEUCOVORIN CALCIUM	FOLIC ACID/LEUCOVORIN
LEUCOVORIN CALCIUM	FOLIC ACID/LEUCOVORIN
NIACIN	NICOTINIC ACID
NIACIN	NICOTINIC ACID
NIACIN	NICOTINIC ACID
NIACINAMIDE	NICOTINIC ACID
PYRIDOXINE HCL	PYRIDOXINE
PYRIDOXINE HCL (OTC)	PYRIDOXINE
THIAMINE	THIAMINE
THIAMINE HCL (OTC)	THIAMINE
VITAMIN B COMPLEX  (OTC)	VITAMIN B,OTHER
ASCORBIC ACID INJ	VITAMIN C
ASCORBIC ACID ORAL (OTC)	VITAMIN C
CALCITRIOL	CALCITRIOL
CALCITRIOL	CALCITRIOL
DIHYDROTACHYSTEROL	DIHYDROTACHYSTEROL
DIHYDROTACHYSTEROL	DIHYDROTACHYSTEROL
DIHYDROTACHYSTEROL	DIHYDROTACHYSTEROL
VITAMIN D (CHOLECALCIFEROL OR ERGOCALCIFEROL 400 Unit to 2000 Unit)	ERGOCALCIFEROL
VITAMIN D, HIGH DOSE (CHOLECALCIFEROL OR ERGOCALCIFEROL 50,000 Unit)	ERGOCALCIFEROL
VITAMIN E	VITAMIN E
PHYTONADIONE	PHYTONADIONE
PHYTONADIONE	PHYTONADIONE
MULTIVITAMIN	MULTIVITAMINS
MULTIVITAMIN OPHTHALMIC (NO BETA CAROTENE)	MULTIVITAMINS
MULTIVITAMIN RENAL WITH < OR = 1MG FOLIC ACID	MULTIVITAMINS
MULTIVITAMINS (OTC)	MULTIVITAMINS
CALCIUM/VITAMIN D  (OTC)	MULTIVITAMINS WITH MINERALS
MULTIVITAMIN/MINERALS  (OTC)	MULTIVITAMINS WITH MINERALS
MULTIVITAMIN/MINERALS  (OTC)	MULTIVITAMINS WITH MINERALS
MULTIVITAMIN/MINERALS NO IRON  (OTC)	MULTIVITAMINS WITH MINERALS
MULTIVITAMIN/MINERALS SENIOR  (OTC)	MULTIVITAMINS WITH MINERALS
MULTIVITAMIN/MINERALS PRENATAL	#N/A
EYE PAD STERILE	PADS,GAUZE,STERILE
GAUZE PAD STERILE	PADS,GAUZE,STERILE
KERLIX SUPER SPONGE MEDIUM STERILE	PADS,GAUZE,STERILE
PAD ABDOMINAL STERILE	PADS,GAUZE,STERILE
GAUZE PAD NONSTERILE	PADS,GAUZE,NON-STERILE
PAD ABDOMINAL NONSTERILE	PADS,GAUZE,NON-STERILE
DRESSING NON-ADHESIVE OIL/EMULSION	PADS,NON-ADHERING
GAUZE NON-ADHESIVE PETROLATUM	PADS,NON-ADHERING
PAD NON-ADHESIVE STERILE	PADS,NON-ADHERING
PADS,NON-ADHERING	PADS,NON-ADHERING
BANDAGE,ADHESIVE (1IN X 3IN) (PLASTIC, FABRIC)	PADS,GAUZE WITH ADHESIVE
BANDAGE,ADHESIVE FLEXIBLE FABRIC 2IN X 3-1/2IN	PADS,GAUZE WITH ADHESIVE
PAD W/ADHESIVE STERILE	PADS,GAUZE WITH ADHESIVE
PAD ALCOHOL PREP	PADS,GAUZE WITH MEDICATION ADDED
PAD ANTISEPTIC	PADS,GAUZE WITH MEDICATION ADDED
GAUZE FINE MESH STERILE	GAUZE,FINE MESH
TRANSPARENT DRESSING	BANDAGE,FILM
BANDAGE ELASTIC	BANDAGE,ELASTIC
BANDAGE ELASTIC ADHESIVE	BANDAGE,ELASTIC
BANDAGE TUBULAR ELASTIC	BANDAGE,STRETCH
GAUZE  ELASTIC STERILE	BANDAGE,STRETCH
GAUZE ELASTIC NONSTERILE	BANDAGE,STRETCH
KERLIX 4.5IN STERILE	BANDAGE,STRETCH
PAD,FOAM SELF-ADHERE	FOAM WITH ADHESIVE
GAUZE PACKING PLAIN	PACKING,GAUZE,PLAIN
GAUZE PACKING MEDICATED	PACKING,GAUZE,MEDICATED
DRESSING ALGINATE	BANDAGES/DRESSINGS,OTHER
DRESSING HYDROCOLLOID	BANDAGES/DRESSINGS,OTHER
DRESSING HYDROGEL	BANDAGES/DRESSINGS,OTHER
DRESSING TRAYS	BANDAGES/DRESSINGS,OTHER
DRESSING,PROFORE-LF 4-LAYER SN#66020626	BANDAGES/DRESSINGS,OTHER
SOCK, STUMP	BANDAGES/DRESSINGS,OTHER
STERI-STRIPS	BANDAGES/DRESSINGS,OTHER
TRACHEOSTOMY PAD	BANDAGES/DRESSINGS,OTHER
UNNA BOOT (WITH AND WITHOUT CALAMINE)	BANDAGES/DRESSINGS,OTHER
TAPE PAPER	TAPE,PAPER
TAPE CLOTH	TAPE,CLOTH
TAPE PLASTIC	TAPE,PLASTIC
TAPE FOAM	TAPE,FOAM
MONTGOMERY STRAPS	STRAPS,MONTGOMERY
TAPE TRACH	TAPE,TRACH
TAPE PINK	TAPE,OTHER
TAPE RETENTION SHEET	TAPE,OTHER
DISPOSABLE UNDERPAD	PADS,BED
INCONTINENCE LINER	LINER,RUBBER PANTS
BRIEF/PANT INCONTINENCE MALE	DIAPERS
DIAPER W/ELASTIC STRAPS	DIAPERS
DISPOSABLE DIAPER	DIAPERS
PAD,NURSING	PADS/DIAPERS,OTHER
POUCH DRAINABLE ONE PIECE CUSTOM-CUT W/ADHESIVE	BAG,DRAINABLE WITH ADHESIVE,COLOSTOMY/ILEOSTOMY
POUCH DRAINABLE TWO- PIECE W/O ADHESIVE FLANGE SIZE 1 1/2" - 4"	BAG,DRAINABLE WITHOUT ADHESIVE,COLOSTOMY/ILEOSTOMY
POUCH CLOSED ONE-PIECE W/ADHESIVE	BAG,CLOSED WITH ADHESIVE COLOSTOMY/ILEOSTOMY
POUCH CLOSED TWO-PIECE W/O ADHESIVE FLANGE SIZE 1 3/4" - 2 1/4"	BAG,CLOSED WITHOUT ADHESIVE COLOSTOMY/ILEOSTOMY
BAG BEDSIDE URINARY BAG	BAG,BEDSIDE URINARY COLLECTION DEVICE
BOTTLES/OTHER BEDSIDE URINARY COLLECTION DEVICES	BOTTLES/OTHER BEDSIDE URINARY COLLECTION DEVICES
URINAL FEMALE DISPOSABLE	BOTTLES/OTHER BEDSIDE URINARY COLLECTION DEVICES
URINAL MALE DISPOSABLE	BOTTLES/OTHER BEDSIDE URINARY COLLECTION DEVICES
POUCH DRAINABLE W/ADHESIVE UROSTOMY	BAG,DRAINABLE WITH ADHESIVE,UROSTOMY
POUCH DRAINABLE 2-PC W/O ADHESIVE UROST FLANGE SZ 1 1/2"-2 1/4"	BAG,DRAINABLE WITHOUT ADHESIVE,UROSTOMY
BAG LEG DISPOSABLE	BAG,LEG URINARY COLLECTION DEVICE
BAG LEG DISPOSABLE, FLIP-FLOW	BAG,LEG URINARY COLLECTION DEVICE
BAG LEG REUSABLE	BAG,LEG URINARY COLLECTION DEVICE
BAG LEG REUSABLE W/VALVE	BAG,LEG URINARY COLLECTION DEVICE
CATHETER STRAIGHT BALLOON 30CC	CATHETER,FOLEY
CATHETER STRAIGHT BALLOON 5CC	CATHETER,FOLEY
CATHETER,COUDE-TIP	CATHETER,COUDE-TIP
CATHETER STRAIGHT RUBBER	CATHETER,RED RUBBER
CATHETER STRAIGHT SILICONE	CATHETER,RED RUBBER
CATHETER,RED RUBBER	CATHETER,RED RUBBER
CATHETER EXTERNAL W/ADHESIVE LATEX	CATHETER,EXTERNAL URINARY
CATHETER EXTERNAL W/ADHESIVE NON-LATEX	CATHETER,EXTERNAL URINARY
CATHETER,EXTERNAL URINARY	CATHETER,EXTERNAL URINARY
PLUG CATHETER	PLUG,CATHETER
CATHETERIZATION TRAY W/CATHETER	UROSTOMY/URINARY COLLECTION DEVICES,OTHER
CATHETERIZATION TRAY W/O CATHETER	UROSTOMY/URINARY COLLECTION DEVICES,OTHER
CLAMP CUNNINGHAM REGULAR	UROSTOMY/URINARY COLLECTION DEVICES,OTHER
LEG BAG STRAP ELASTIC	UROSTOMY/URINARY COLLECTION DEVICES,OTHER
POUCH RETRACTED PENIS	UROSTOMY/URINARY COLLECTION DEVICES,OTHER
CONVEX INSERT ID 1" - 1 3/8"	DISCS,OSTOMY
ADHESIVE AEROSOL	ADHESIVES,OSTOMY
ADHESIVE CEMENT	ADHESIVES,OSTOMY
BARRIER OSTOMY TWO-PIECE FLANGE SIZE 1 1/2" - 4"	PROTECTANTS,SKIN,OSTOMY
BENZOIN	PROTECTANTS,SKIN,OSTOMY
MOISTURE BARRIER SKIN OINT	PROTECTANTS,SKIN,OSTOMY
OSTOMY PASTE	PROTECTANTS,SKIN,OSTOMY
OSTOMY SKIN PROTECTIVE POWDER	PROTECTANTS,SKIN,OSTOMY
SKIN BARRIER	PROTECTANTS,SKIN,OSTOMY
SKIN PREP (BARRIER)	PROTECTANTS,SKIN,OSTOMY
BELT OSTOMY	BELTS,OSTOMY
OSTOMY POUCH DEODORANT	ODOR CONTROL PRODUCTS,OSTOMY
BAG IRRIGATOR W/CONE	IRRIGATORS/SETS,OSTOMY
IRRIGATOR DRAIN /SLEEVE	IRRIGATORS/SETS,OSTOMY
STOMA CAP	CAPS,OSTOMY
ADHESIVE REMOVER	OSTOMY SUPPLIES,OTHER
CLAMP BAG	OSTOMY SUPPLIES,OTHER
BAG FEEDING W/TUBE	BAGS/TUBES/SUPPLIES FOR ORAL NUTRITION,OTHER
IV SET SECONDARY	INTRAVENOUS SETS,OTHER
SYRINGE, LUER LOCK	SYRINGES,LUER LOCK,INJECTION
TUBERCULIN SYRINGE	SYRINGES WITH NEEDLE,INJECTION
INSULIN	SYRINGES,INSULIN,INJECTION
INSULIN LOW DOSE	SYRINGES,INSULIN,INJECTION
NEEDLE	NEEDLES,INJECTION
NEEDLE PEN	NEEDLES,INJECTION
APPLIANCE CLEANSING SUPPLIES	SUPPLIES,OTHER
AUTOINJECTOR (FOR  MULTIPLE SCLEROSIS MEDICATIONS)	SUPPLIES,OTHER
BOWEL MANAGEMENT TOOL	SUPPLIES,OTHER
CATHETER SUCTION 14FR	SUPPLIES,OTHER
CONDOM FEMALE	SUPPLIES,OTHER
CONDOM LATEX LUBRICATED	SUPPLIES,OTHER
CONDOM LATEX PLAIN	SUPPLIES,OTHER
COTTON-TIP APPLICATOR STERILE	SUPPLIES,OTHER
DIAPHRAGM	SUPPLIES,OTHER
ENEMA BAG	SUPPLIES,OTHER
FACE PLATE	SUPPLIES,OTHER
FECAL INCONTINENCE COLLECTOR	SUPPLIES,OTHER
GLOVE LATEX NONSTERILE	SUPPLIES,OTHER
GLOVE LATEX, STERILE	SUPPLIES,OTHER
GLOVE VINYL NONSTERILE	SUPPLIES,OTHER
IRRIGATING SYRINGE CATHETER TIP 60ML	SUPPLIES,OTHER
IRRIGATING SYRINGE,BULB CATHETER TIP 60ML	SUPPLIES,OTHER
LAMBS WOOL	SUPPLIES,OTHER
LANCET	SUPPLIES,OTHER
MASK,SURGICAL	SUPPLIES,OTHER
MEDICATION ORGANIZER	SUPPLIES,OTHER
SHEATH HOLDER WITH VELCRO/FOAM	SUPPLIES,OTHER
SKIN CLEANSER, INTACT	SUPPLIES,OTHER
SPACER-INHALER	SUPPLIES,OTHER
SUPPLIES,OTHER	SUPPLIES,OTHER
SUSPENSORY SUPPORTER	SUPPLIES,OTHER
SYRINGE MAGNIFIER	SUPPLIES,OTHER
TONGUE DEPRESSOR	SUPPLIES,OTHER
TRACH SUCTION KIT 2 GLOVES 14FR	SUPPLIES,OTHER
TRACHEOSTOMY CARE KIT	SUPPLIES,OTHER
TRACHEOSTOMY TUBE	SUPPLIES,OTHER
TUBING LATEX	SUPPLIES,OTHER
WOUND CLEANSER	SUPPLIES,OTHER
YANKAUER	SUPPLIES,OTHER
HYALURONIDASE	MISCELLANEOUS AGENTS
